project_id,cost_code,category,subcategory,unit,estimated_quantity,estimated_unit_cost,estimated_cost,actual_quantity,actual_unit_cost,actual_cost,variance,variance_pct,budget_status
P0063,100,Labor,General Labor,hour,18582,33.87,629447.39,21649,36.93,799506.62,170059.22999999998,27.017226967928167,Over Budget
P0063,101,Labor,Equipment Operators,hour,13294,43.05,572300.36,14343,42.25,605969.58,33669.21999999997,5.883138008160605,Watch
P0063,102,Labor,Supervisors,hour,19582,56.36,1103560.89,19248,57.32,1103204.01,-356.87999999988824,-0.03233894959795904,On Budget
P0063,103,Labor,Skilled Labor,hour,13694,47.1,644978.64,14619,44.92,656724.1,11745.459999999963,1.8210618571802568,On Budget
P0063,200,Materials,Gravel,ton,12230,31.31,382867.92,14775,35.63,526474.77,143606.85000000003,37.50819603794437,Over Budget
P0063,201,Materials,Concrete,cubic_yard,3669,149.89,549956.49,3595,157.41,565905.53,15949.040000000037,2.900054875250229,On Budget
P0063,202,Materials,Asphalt,ton,20354,86.01,1750658.48,21128,90.57,1913487.89,162829.40999999992,9.301037972866068,Watch
P0063,203,Materials,Topsoil,cubic_yard,9512,36.74,349473.75,8554,37.62,321812.29,-27661.46000000002,-7.915175317173327,Under Budget
P0063,300,Equipment,Excavator,hour,10848,144.35,1565957.37,12198,143.14,1745966.65,180009.2799999998,11.495158389911966,Over Budget
P0063,301,Equipment,Bulldozer,hour,10138,163.69,1659495.82,11477,173.57,1992073.02,332577.19999999995,20.04085795166389,Over Budget
P0063,302,Equipment,Loader,hour,9569,116.02,1110159.86,10697,121.62,1300950.44,190790.57999999984,17.18586546625815,Over Budget
P0063,303,Equipment,Compactor,hour,1869,97.62,182449.34,1808,104.74,189368.04,6918.700000000012,3.7921211444228913,On Budget
P0063,400,Fuel,Diesel,gallon,32149,3.83,123230.55,34705,3.85,133738.4,10507.849999999991,8.526984582962578,Watch
P0063,500,Subcontractor,Concrete Work,job,10,27322.45,273224.5,10,25394.87,253948.75,-19275.75,-7.054912718295761,Under Budget
P0063,501,Subcontractor,Utility Work,job,9,23129.36,208164.22,9,25087.46,225787.11,17622.889999999985,8.465859310500136,Watch
P0064,100,Labor,General Labor,hour,1204,32.97,39699.41,1300,33.03,42936.45,3237.0399999999936,8.153874327099555,Watch
P0064,101,Labor,Equipment Operators,hour,533,43.18,23016.01,593,45.41,26928.37,3912.3600000000006,16.998428485215296,Over Budget
P0064,102,Labor,Supervisors,hour,332,50.92,16905.62,354,50.21,17773.72,868.1000000000022,5.134978782203801,Watch
P0064,103,Labor,Skilled Labor,hour,1056,50.76,53597.51,1031,51.43,53022.3,-575.2099999999991,-1.0732028409528709,On Budget
P0064,200,Materials,Gravel,ton,2058,34.64,71280.59,2371,39.17,92869.63,21589.040000000008,30.287403625587288,Over Budget
P0064,201,Materials,Concrete,cubic_yard,765,148.16,113341.1,761,154.94,117905.61,4564.509999999995,4.027232839631868,On Budget
P0064,202,Materials,Asphalt,ton,1670,92.08,153781.91,2232,97.41,217420.23,63638.32000000001,41.38218858121869,Over Budget
P0064,203,Materials,Topsoil,cubic_yard,1936,39.73,76922.78,1956,38.79,75868.49,-1054.2899999999936,-1.3705822904476328,On Budget
P0064,300,Equipment,Excavator,hour,1166,130.74,152440.36,1170,124.26,145378.61,-7061.75,-4.632467412173522,On Budget
P0064,301,Equipment,Bulldozer,hour,1244,153.89,191435.53,1197,142.72,170832.41,-20603.119999999995,-10.762432658138223,Under Budget
P0064,302,Equipment,Loader,hour,76,115.85,8804.44,74,127.88,9463.42,658.9799999999996,7.484632753474378,Watch
P0064,303,Equipment,Compactor,hour,508,93.3,47395.94,519,98.17,50949.72,3553.779999999999,7.4980683999515545,Watch
P0064,400,Fuel,Diesel,gallon,700,3.55,2487.79,741,3.54,2624.32,136.5300000000002,5.488003408647844,Watch
P0064,500,Subcontractor,Concrete Work,job,1,29886.81,29886.81,1,30514.78,30514.78,627.9699999999975,2.101161013838538,On Budget
P0064,501,Subcontractor,Utility Work,job,1,21672.02,21672.02,1,24275.23,24275.23,2603.209999999999,12.01184753428614,Over Budget
P0065,100,Labor,General Labor,hour,4772,29.63,141415.53,5334,30.09,160506.6,19091.070000000007,13.499981225541498,Over Budget
P0065,101,Labor,Equipment Operators,hour,6822,38.93,265581.17,7331,38.95,285576.13,19994.96000000002,7.5287566509327535,Watch
P0065,102,Labor,Supervisors,hour,9266,53.02,491318.37,9370,49.9,467544.25,-23774.119999999995,-4.838842073012657,On Budget
P0065,103,Labor,Skilled Labor,hour,9386,48.22,452549.79,9075,50.51,458372.49,5822.700000000012,1.2866429570103242,On Budget
P0065,200,Materials,Gravel,ton,1655,35.02,57966.21,1918,36.6,70192.9,12226.689999999995,21.092788367567923,Over Budget
P0065,201,Materials,Concrete,cubic_yard,4579,133.65,611985.74,4745,134.28,637146.48,25160.73999999999,4.111327822769202,On Budget
P0065,202,Materials,Asphalt,ton,6754,96.18,649630.78,6933,97.45,675630.47,25999.689999999944,4.002225695032483,On Budget
P0065,203,Materials,Topsoil,cubic_yard,1189,37.87,45028.03,1374,41.39,56869.46,11841.43,26.297908214061334,Over Budget
P0065,300,Equipment,Excavator,hour,3847,135.59,521600.81,4123,142.32,586792.39,65191.580000000016,12.498366327306895,Over Budget
P0065,301,Equipment,Bulldozer,hour,4506,154.3,695263.39,4631,154.43,715179.45,19916.05999999994,2.8645345471160133,On Budget
P0065,302,Equipment,Loader,hour,4312,127.51,549827.67,4340,127.57,553648.58,3820.909999999916,0.6949286491892843,On Budget
P0065,303,Equipment,Compactor,hour,4503,91.04,409938.42,4681,97.37,455811.3,45872.880000000005,11.190188028728805,Over Budget
P0065,400,Fuel,Diesel,gallon,28687,3.74,107236.78,30985,3.68,113988.39,6751.610000000001,6.295983523563464,Watch
P0065,500,Subcontractor,Concrete Work,job,1,29633.15,29633.15,1,28880.86,28880.86,-752.2900000000009,-2.538677123424276,On Budget
P0065,501,Subcontractor,Utility Work,job,5,20704.76,103523.82,5,20895.94,104479.72,955.8999999999942,0.9233623720608397,On Budget
P0066,100,Labor,General Labor,hour,2613,31.21,81559.26,2546,31.49,80183.91,-1375.3499999999913,-1.6863198611659687,On Budget
P0066,101,Labor,Equipment Operators,hour,3018,43.03,129850.92,2781,42.24,117467.71,-12383.209999999992,-9.536482298315631,Under Budget
P0066,102,Labor,Supervisors,hour,3073,51.79,159137.69,2606,48.91,127459.09,-31678.600000000006,-19.90640934903605,Under Budget
P0066,103,Labor,Skilled Labor,hour,1638,45.51,74545.41,1811,49.75,90096.94,15551.529999999999,20.861821002795473,Over Budget
P0066,200,Materials,Gravel,ton,409,35.4,14478.76,421,36.28,15273.25,794.4899999999998,5.487279297398395,Watch
P0066,201,Materials,Concrete,cubic_yard,868,138.61,120313.29,932,136.35,127082.14,6768.850000000006,5.626020201093334,Watch
P0066,202,Materials,Asphalt,ton,2010,97.52,196014.84,2355,101.76,239641.97,43627.130000000005,22.257054618925796,Over Budget
P0066,203,Materials,Topsoil,cubic_yard,1565,37.63,58885.88,1656,38.21,63272.04,4386.1600000000035,7.448576806528159,Watch
P0066,300,Equipment,Excavator,hour,1416,143.04,202542.77,1870,161.37,301763.82,99221.05000000002,48.987702696077484,Over Budget
P0066,301,Equipment,Bulldozer,hour,218,145.26,31667.52,236,154.54,36472.59,4805.069999999996,15.173496377360765,Over Budget
P0066,302,Equipment,Loader,hour,1523,118.82,180967.04,1567,126.57,198333.7,17366.660000000003,9.596587312253106,Watch
P0066,303,Equipment,Compactor,hour,917,92.62,84929.09,969,93.22,90331.58,5402.490000000005,6.3611773068568205,Watch
P0066,400,Fuel,Diesel,gallon,4993,3.63,18124.49,5243,3.61,18907.46,782.9699999999975,4.319956037383658,On Budget
P0066,500,Subcontractor,Concrete Work,job,2,29252.4,58504.79,3,32749.26,98247.78,39742.99,67.93117281508061,Over Budget
P0066,501,Subcontractor,Utility Work,job,1,20437.13,20437.13,1,20956.77,20956.77,519.6399999999994,2.5426270714136443,On Budget
P0067,100,Labor,General Labor,hour,3478,31.69,110231.51,3587,33.13,118841.52,8610.01000000001,7.810842834322064,Watch
P0067,101,Labor,Equipment Operators,hour,4060,40.35,163809.18,3980,42.9,170744.05,6934.869999999995,4.233505106368273,On Budget
P0067,102,Labor,Supervisors,hour,7446,54.2,403553.68,7467,55.64,415485.13,11931.450000000012,2.9565955141333395,On Budget
P0067,103,Labor,Skilled Labor,hour,1281,47.6,60975.96,1244,52.15,64874.82,3898.8600000000006,6.394093672325947,Watch
P0067,200,Materials,Gravel,ton,6849,36.68,251219.48,7017,38.93,273184.91,21965.429999999964,8.743521800140643,Watch
P0067,201,Materials,Concrete,cubic_yard,7384,153.27,1131770.83,7565,160.16,1211583.03,79812.19999999995,7.051975354409863,Watch
P0067,202,Materials,Asphalt,ton,3157,98.8,311907.34,3255,98.56,320828.63,8921.289999999979,2.860237274313576,On Budget
P0067,203,Materials,Topsoil,cubic_yard,5312,40.41,214638.91,5504,41.07,226068.01,11429.100000000006,5.324803410527944,Watch
P0067,300,Equipment,Excavator,hour,3608,137.82,497243.81,4002,134.47,538167.78,40923.97000000003,8.23016177918837,Watch
P0067,301,Equipment,Bulldozer,hour,486,148.97,72397.32,423,148.91,62988.67,-9408.650000000009,-12.995853990175338,Under Budget
P0067,302,Equipment,Loader,hour,826,118.88,98197.77,796,122.51,97519.47,-678.3000000000029,-0.6907488836049972,On Budget
P0067,303,Equipment,Compactor,hour,1551,100.59,156012.22,1443,109.24,157632.48,1620.2600000000093,1.0385468522914483,On Budget
P0067,400,Fuel,Diesel,gallon,8823,4.04,35671.91,8374,4.24,35514.76,-157.15000000000146,-0.4405427127395238,On Budget
P0067,500,Subcontractor,Concrete Work,job,1,28341.19,28341.19,1,27595.01,27595.01,-746.1800000000003,-2.632846397769467,On Budget
P0067,501,Subcontractor,Utility Work,job,4,21471.31,85885.23,4,22795.53,91182.12,5296.889999999999,6.167405035766918,Watch
P0068,100,Labor,General Labor,hour,6378,32.29,205946.97,6138,33.62,206365.98,419.0100000000093,0.20345528754320072,On Budget
P0068,101,Labor,Equipment Operators,hour,5943,43.38,257832.63,6367,42.04,267678.44,9845.809999999998,3.818682685740745,On Budget
P0068,102,Labor,Supervisors,hour,3598,52.31,188218.66,3697,53.1,196308.66,8090.0,4.298192325883098,On Budget
P0068,103,Labor,Skilled Labor,hour,4492,44.97,202013.24,4072,46.19,188102.11,-13911.130000000005,-6.886246663832532,Under Budget
P0068,200,Materials,Gravel,ton,3462,32.9,113910.04,3443,32.18,110808.46,-3101.579999999987,-2.722832860035856,On Budget
P0068,201,Materials,Concrete,cubic_yard,2121,149.26,316571.3,2358,152.3,359126.63,42555.330000000016,13.442573600323218,Over Budget
P0068,202,Materials,Asphalt,ton,6736,93.17,627621.16,7099,93.88,666451.12,38829.95999999996,6.1868468551952525,Watch
P0068,203,Materials,Topsoil,cubic_yard,349,37.08,12940.75,385,40.87,15736.13,2795.379999999999,21.601375499874422,Over Budget
P0068,300,Equipment,Excavator,hour,2989,141.75,423698.02,3234,152.41,492887.85,69189.82999999996,16.32998662585205,Over Budget
P0068,301,Equipment,Bulldozer,hour,1313,158.12,207617.34,1480,167.67,248148.4,40531.06,19.52200138967198,Over Budget
P0068,302,Equipment,Loader,hour,2400,120.25,288606.87,2371,121.65,288437.42,-169.45000000001164,-0.05871308607449699,On Budget
P0068,303,Equipment,Compactor,hour,502,93.99,47184.7,454,96.47,43798.8,-3385.899999999994,-7.17584301691013,Under Budget
P0068,400,Fuel,Diesel,gallon,22446,4.07,91449.41,22620,4.13,93398.59,1949.179999999993,2.1314298255177295,On Budget
P0068,500,Subcontractor,Concrete Work,job,3,27748.47,83245.42,3,28760.25,86280.75,3035.3300000000017,3.64624264013564,On Budget
P0068,501,Subcontractor,Utility Work,job,3,22095.56,66286.69,3,23154.02,69462.06,3175.3699999999953,4.790358366061112,On Budget
P0069,100,Labor,General Labor,hour,6918,31.65,218955.39,7087,33.83,239763.09,20807.699999999983,9.50316865915015,Watch
P0069,101,Labor,Equipment Operators,hour,22829,38.68,882947.68,30417,43.61,1326458.9,443511.21999999986,50.23074753421402,Over Budget
P0069,102,Labor,Supervisors,hour,13196,57.23,755230.43,13914,59.42,826755.05,71524.62,9.470569134773871,Watch
P0069,103,Labor,Skilled Labor,hour,20475,45.45,930626.86,21033,46.19,971527.34,40900.47999999998,4.39493869755704,On Budget
P0069,200,Materials,Gravel,ton,12253,34.96,428398.62,12295,34.91,429272.55,873.929999999993,0.20399925658023663,On Budget
P0069,201,Materials,Concrete,cubic_yard,25682,155.69,3998394.17,25491,159.49,4065552.19,67158.02000000002,1.6796247979723324,On Budget
P0069,202,Materials,Asphalt,ton,23578,92.85,2189107.87,24529,95.97,2353973.59,164865.71999999974,7.531183011095736,Watch
P0069,203,Materials,Topsoil,cubic_yard,18379,36.73,675093.83,20616,38.5,793734.94,118641.10999999999,17.574017822085562,Over Budget
P0069,300,Equipment,Excavator,hour,11218,127.23,1427238.92,11460,129.5,1484126.02,56887.10000000009,3.9858147926627514,On Budget
P0069,301,Equipment,Bulldozer,hour,1537,160.37,246485.67,1584,164.93,261253.75,14768.079999999987,5.991455811609652,Watch
P0069,302,Equipment,Loader,hour,12521,127.37,1594777.62,13094,133.97,1754219.44,159441.81999999983,9.997746268849687,Watch
P0069,303,Equipment,Compactor,hour,2655,91.53,243012.03,2722,102.54,279114.95,36102.92000000001,14.856433239128124,Over Budget
P0069,400,Fuel,Diesel,gallon,91211,4.13,376596.22,95684,4.21,403068.84,26472.620000000054,7.029443896170825,Watch
P0069,500,Subcontractor,Concrete Work,job,5,29309.91,146549.55,5,30870.49,154352.45,7802.900000000023,5.324410753905436,Watch
P0069,501,Subcontractor,Utility Work,job,13,22216.4,288813.23,13,21289.78,276767.11,-12046.119999999995,-4.170903112714052,On Budget
P0070,100,Labor,General Labor,hour,19064,33.38,636367.15,20136,31.39,632092.98,-4274.170000000042,-0.6716515772380837,On Budget
P0070,101,Labor,Equipment Operators,hour,15274,43.91,670650.79,16411,47.02,771636.36,100985.56999999995,15.057847020503761,Over Budget
P0070,102,Labor,Supervisors,hour,19019,58.79,1118195.37,18307,62.2,1138622.52,20427.149999999907,1.8267961528046666,On Budget
P0070,103,Labor,Skilled Labor,hour,17009,47.44,806962.13,18477,47.67,880781.09,73818.95999999996,9.147760130949386,Watch
P0070,200,Materials,Gravel,ton,3271,33.76,110433.88,3412,34.95,119244.39,8810.509999999995,7.978086072860968,Watch
P0070,201,Materials,Concrete,cubic_yard,6053,153.7,930331.67,6729,153.67,1034021.33,103689.65999999992,11.145450955141612,Over Budget
P0070,202,Materials,Asphalt,ton,18998,91.4,1736341.86,19540,95.44,1864887.33,128545.46999999997,7.403235097954728,Watch
P0070,203,Materials,Topsoil,cubic_yard,2432,38.44,93490.73,2495,40.99,102269.42,8778.690000000002,9.389904218311273,Watch
P0070,300,Equipment,Excavator,hour,2814,138.79,390566.07,2939,133.34,391891.98,1325.9099999999744,0.3394841748541993,On Budget
P0070,301,Equipment,Bulldozer,hour,8182,143.31,1172550.63,7696,140.67,1082586.29,-89964.33999999985,-7.6725335092779625,Under Budget
P0070,302,Equipment,Loader,hour,4116,116.97,481435.49,4432,115.03,509797.44,28361.95000000001,5.891121570617906,Watch
P0070,303,Equipment,Compactor,hour,1286,101.86,130993.54,1232,108.21,133319.75,2326.2100000000064,1.7758203954179774,On Budget
P0070,400,Fuel,Diesel,gallon,34871,3.68,128319.96,40391,3.72,150355.62,22035.65999999999,17.172433657242404,Over Budget
P0070,500,Subcontractor,Concrete Work,job,8,27422.56,219380.44,9,29088.37,261795.36,42414.919999999984,19.333957029168136,Over Budget
P0070,501,Subcontractor,Utility Work,job,6,21587.94,129527.64,6,23028.38,138170.3,8642.659999999989,6.672444584028543,Watch
P0071,100,Labor,General Labor,hour,1142,34.27,39140.06,1507,39.41,59384.79,20244.730000000003,51.72380931454884,Over Budget
P0071,101,Labor,Equipment Operators,hour,2053,44.09,90508.83,2188,43.43,95015.39,4506.559999999998,4.979138499525402,On Budget
P0071,102,Labor,Supervisors,hour,855,52.15,44587.52,901,52.66,47449.63,2862.1100000000006,6.419083187403114,Watch
P0071,103,Labor,Skilled Labor,hour,1957,50.67,99160.95,2019,52.17,105325.61,6164.6600000000035,6.216822247063994,Watch
P0071,200,Materials,Gravel,ton,1395,32.89,45880.54,1415,35.17,49759.09,3878.5499999999956,8.45358402494826,Watch
P0071,201,Materials,Concrete,cubic_yard,133,148.21,19712.49,178,169.88,30238.22,10525.73,53.396247759669116,Over Budget
P0071,202,Materials,Asphalt,ton,470,94.6,44460.33,542,99.12,53721.17,9260.839999999997,20.82944503560814,Over Budget
P0071,203,Materials,Topsoil,cubic_yard,1571,37.23,58483.76,1760,38.31,67420.66,8936.900000000001,15.280994245240048,Over Budget
P0071,300,Equipment,Excavator,hour,678,125.08,84807.33,730,128.27,93637.43,8830.099999999991,10.411953778051958,Over Budget
P0071,301,Equipment,Bulldozer,hour,1114,143.75,160134.49,1182,142.23,168111.21,7976.720000000001,4.981262937172374,On Budget
P0071,302,Equipment,Loader,hour,748,112.7,84300.98,810,118.11,95672.4,11371.419999999998,13.489072131783045,Over Budget
P0071,303,Equipment,Compactor,hour,68,100.94,6863.59,71,105.04,7457.77,594.1800000000003,8.65698562996916,Watch
P0071,400,Fuel,Diesel,gallon,2106,3.61,7602.38,2173,3.65,7939.93,337.5500000000002,4.440056929540488,On Budget
P0071,500,Subcontractor,Concrete Work,job,1,29531.38,29531.38,1,28688.01,28688.01,-843.3700000000026,-2.8558435129005235,On Budget
P0071,501,Subcontractor,Utility Work,job,1,22797.27,22797.27,1,22827.18,22827.18,29.909999999999854,0.13119991999041927,On Budget
P0072,100,Labor,General Labor,hour,5321,31.09,165429.75,5430,32.12,174429.27,8999.51999999999,5.4400855952451055,Watch
P0072,101,Labor,Equipment Operators,hour,19468,42.15,820629.74,20168,42.75,862230.81,41601.070000000065,5.069408037783284,Watch
P0072,102,Labor,Supervisors,hour,5281,55.7,294155.74,5385,60.64,326527.26,32371.52000000002,11.004891490473726,Over Budget
P0072,103,Labor,Skilled Labor,hour,7140,45.46,324591.29,7511,49.43,371245.03,46653.74000000005,14.373072056246503,Over Budget
P0072,200,Materials,Gravel,ton,15386,32.05,493119.38,14759,32.98,486714.89,-6404.489999999991,-1.2987706952421927,On Budget
P0072,201,Materials,Concrete,cubic_yard,9781,153.0,1496484.87,10507,149.89,1574944.14,78459.26999999979,5.24290432685763,Watch
P0072,202,Materials,Asphalt,ton,2441,85.13,207811.59,2633,89.04,234432.54,26620.95000000001,12.810137297924534,Over Budget
P0072,203,Materials,Topsoil,cubic_yard,7313,35.0,255952.62,7161,33.07,236816.0,-19136.619999999995,-7.476625947411672,Under Budget
P0072,300,Equipment,Excavator,hour,3190,136.77,436290.84,3761,153.12,575867.9,139577.06,31.991746606460953,Over Budget
P0072,301,Equipment,Bulldozer,hour,1826,158.47,289359.69,2249,169.2,380533.25,91173.56,31.508728807388476,Over Budget
P0072,302,Equipment,Loader,hour,1503,121.29,182294.41,1523,120.68,183794.7,1500.2900000000081,0.8230038430690266,On Budget
P0072,303,Equipment,Compactor,hour,7441,94.43,702674.87,6890,92.03,634066.59,-68608.28000000003,-9.763872728222092,Under Budget
P0072,400,Fuel,Diesel,gallon,72909,3.89,283568.04,76850,4.22,324165.58,40597.54000000004,14.316683925311203,Over Budget
P0072,500,Subcontractor,Concrete Work,job,3,28780.41,86341.22,3,31634.82,94904.45,8563.229999999996,9.917893214851487,Watch
P0072,501,Subcontractor,Utility Work,job,5,21805.54,109027.7,6,24905.02,149430.13,40402.43000000001,37.05703229546254,Over Budget
P0073,100,Labor,General Labor,hour,5146,31.72,163243.4,5264,33.62,176983.81,13740.410000000003,8.417130493483965,Watch
P0073,101,Labor,Equipment Operators,hour,14515,43.14,626181.11,15852,47.58,754312.81,128131.70000000007,20.462402642583722,Over Budget
P0073,102,Labor,Supervisors,hour,2697,51.31,138389.43,2754,53.09,146215.59,7826.1600000000035,5.655171785879893,Watch
P0073,103,Labor,Skilled Labor,hour,19300,50.61,976855.5,19238,47.42,912340.72,-64514.78000000003,-6.604331961073058,Under Budget
