project_id,cost_code,category,subcategory,unit,estimated_quantity,estimated_unit_cost,estimated_cost
P0095,100,Labor,General Labor,hour,3327,34.35,114274.98
P0095,101,Labor,Equipment Operators,hour,6352,40.27,255812.5
P0095,102,Labor,Supervisors,hour,7035,54.92,386346.01
P0095,103,Labor,Skilled Labor,hour,9137,47.73,436085.75
P0095,200,Materials,Gravel,ton,15724,36.52,574301.08
P0095,201,Materials,Concrete,cubic_yard,867,147.42,127809.22
P0095,202,Materials,Asphalt,ton,1880,87.74,164945.35
P0095,203,Materials,Topsoil,cubic_yard,1353,37.36,50541.92
P0095,300,Equipment,Excavator,hour,1435,139.41,200046.39
P0095,301,Equipment,Bulldozer,hour,2980,158.53,472433.67
P0095,302,Equipment,Loader,hour,9484,126.5,1199754.33
P0095,303,Equipment,Compactor,hour,7719,87.56,675895.08
P0095,400,Fuel,Diesel,gallon,29598,4.08,120731.05
P0095,500,Subcontractor,Concrete Work,job,5,28954.32,144771.58
P0095,501,Subcontractor,Utility Work,job,11,21667.02,238337.24
P0096,100,Labor,General Labor,hour,1189,31.77,37774.15
P0096,101,Labor,Equipment Operators,hour,642,43.52,27942.74
P0096,102,Labor,Supervisors,hour,648,54.91,35584.24
P0096,103,Labor,Skilled Labor,hour,1856,47.75,88625.37
P0096,200,Materials,Gravel,ton,1813,35.12,63677.36
P0096,201,Materials,Concrete,cubic_yard,1023,154.69,158252.02
P0096,202,Materials,Asphalt,ton,932,88.08,82088.45
P0096,203,Materials,Topsoil,cubic_yard,1945,36.64,71255.82
P0096,300,Equipment,Excavator,hour,862,141.3,121801.13
P0096,301,Equipment,Bulldozer,hour,561,146.62,82255.75
P0096,302,Equipment,Loader,hour,564,128.72,72600.62
P0096,303,Equipment,Compactor,hour,423,101.11,42770.49
P0096,400,Fuel,Diesel,gallon,3658,4.08,14917.92
P0096,500,Subcontractor,Concrete Work,job,1,27605.73,27605.73
P0096,501,Subcontractor,Utility Work,job,1,22653.69,22653.69
P0097,100,Labor,General Labor,hour,3769,32.07,120863.47
P0097,101,Labor,Equipment Operators,hour,12462,39.14,487784.19
P0097,102,Labor,Supervisors,hour,5500,50.69,278787.44
P0097,103,Labor,Skilled Labor,hour,6437,50.05,322184.32
P0097,200,Materials,Gravel,ton,2198,33.46,73546.39
P0097,201,Materials,Concrete,cubic_yard,11281,154.55,1743473.39
P0097,202,Materials,Asphalt,ton,2628,87.85,230863.37
P0097,203,Materials,Topsoil,cubic_yard,8137,35.07,285331.86
P0097,300,Equipment,Excavator,hour,6661,127.07,846380.68
P0097,301,Equipment,Bulldozer,hour,1633,150.95,246506.44
P0097,302,Equipment,Loader,hour,3984,115.55,460355.26
P0097,303,Equipment,Compactor,hour,3753,98.44,369460.72
P0097,400,Fuel,Diesel,gallon,51862,3.8,197278.73
P0097,500,Subcontractor,Concrete Work,job,6,27324.24,163945.43
P0097,501,Subcontractor,Utility Work,job,8,22519.01,180152.11
P0098,100,Labor,General Labor,hour,23703,30.71,727853.51
P0098,101,Labor,Equipment Operators,hour,22709,38.65,877770.58
P0098,102,Labor,Supervisors,hour,10086,57.82,583176.24
P0098,103,Labor,Skilled Labor,hour,12711,50.48,641623.91
P0098,200,Materials,Gravel,ton,13037,34.08,444279.54
P0098,201,Materials,Concrete,cubic_yard,2989,154.42,461558.24
P0098,202,Materials,Asphalt,ton,2730,94.34,257544.15
P0098,203,Materials,Topsoil,cubic_yard,14242,35.19,501201.03
P0098,300,Equipment,Excavator,hour,11250,131.27,1476818.06
P0098,301,Equipment,Bulldozer,hour,11682,154.17,1800973.77
P0098,302,Equipment,Loader,hour,3438,121.8,418748.45
P0098,303,Equipment,Compactor,hour,850,88.66,75364.97
P0098,400,Fuel,Diesel,gallon,6827,3.85,26291.15
P0098,500,Subcontractor,Concrete Work,job,11,27889.86,306788.51
P0098,501,Subcontractor,Utility Work,job,6,20282.68,121696.07
P0099,100,Labor,General Labor,hour,27171,29.7,806873.11
P0099,101,Labor,Equipment Operators,hour,6068,45.34,275099.74
P0099,102,Labor,Supervisors,hour,20936,57.55,1204904.02
P0099,103,Labor,Skilled Labor,hour,3118,44.49,138731.49
P0099,200,Materials,Gravel,ton,24731,36.45,901339.89
P0099,201,Materials,Concrete,cubic_yard,5036,142.69,718574.04
P0099,202,Materials,Asphalt,ton,28757,95.36,2742320.57
P0099,203,Materials,Topsoil,cubic_yard,8884,39.63,352092.14
P0099,300,Equipment,Excavator,hour,3011,129.85,390981.65
P0099,301,Equipment,Bulldozer,hour,10945,156.85,1716717.2
P0099,302,Equipment,Loader,hour,3651,124.11,453130.48
P0099,303,Equipment,Compactor,hour,8380,90.68,759857.63
P0099,400,Fuel,Diesel,gallon,114056,3.9,444263.91
P0099,500,Subcontractor,Concrete Work,job,8,27881.59,223052.73
P0099,501,Subcontractor,Utility Work,job,15,23444.16,351662.35
P0100,100,Labor,General Labor,hour,2056,30.09,61872.09
P0100,101,Labor,Equipment Operators,hour,5956,45.01,268076.37
P0100,102,Labor,Supervisors,hour,10391,50.78,527657.04
P0100,103,Labor,Skilled Labor,hour,10958,49.13,538369.26
P0100,200,Materials,Gravel,ton,10171,36.62,372459.88
P0100,201,Materials,Concrete,cubic_yard,13960,147.78,2063031.59
P0100,202,Materials,Asphalt,ton,3792,85.81,325405.75
P0100,203,Materials,Topsoil,cubic_yard,16152,37.82,610857.76
P0100,300,Equipment,Excavator,hour,3348,141.42,473469.31
P0100,301,Equipment,Bulldozer,hour,7142,162.23,1158679.23
P0100,302,Equipment,Loader,hour,7615,110.4,840723.08
P0100,303,Equipment,Compactor,hour,1857,92.02,170875.09
P0100,400,Fuel,Diesel,gallon,66051,4.0,264471.96
P0100,500,Subcontractor,Concrete Work,job,4,28519.85,114079.41
P0100,501,Subcontractor,Utility Work,job,5,23595.15,117975.74
P0101,100,Labor,General Labor,hour,17395,31.1,540931.99
P0101,101,Labor,Equipment Operators,hour,13185,44.73,589752.56
P0101,102,Labor,Supervisors,hour,12088,52.8,638272.6
P0101,103,Labor,Skilled Labor,hour,22681,49.93,1132435.36
P0101,200,Materials,Gravel,ton,9366,31.57,295718.3
P0101,201,Materials,Concrete,cubic_yard,12289,134.15,1648523.07
P0101,202,Materials,Asphalt,ton,10830,98.86,1070657.55
P0101,203,Materials,Topsoil,cubic_yard,1317,39.23,51666.2
P0101,300,Equipment,Excavator,hour,3679,135.1,497033.81
P0101,301,Equipment,Bulldozer,hour,11808,147.76,1744763.4
P0101,302,Equipment,Loader,hour,6616,129.47,856573.13
P0101,303,Equipment,Compactor,hour,6027,89.17,537441.84
P0101,400,Fuel,Diesel,gallon,88278,4.09,360799.47
P0101,500,Subcontractor,Concrete Work,job,3,27287.76,81863.27
P0101,501,Subcontractor,Utility Work,job,3,22382.04,67146.13
P0102,100,Labor,General Labor,hour,14050,33.24,467073.88
P0102,101,Labor,Equipment Operators,hour,9015,42.89,386689.0
P0102,102,Labor,Supervisors,hour,1880,53.66,100885.53
P0102,103,Labor,Skilled Labor,hour,1820,48.91,89009.97
P0102,200,Materials,Gravel,ton,5152,33.17,170908.76
P0102,201,Materials,Concrete,cubic_yard,4999,139.64,698038.99
P0102,202,Materials,Asphalt,ton,6630,87.75,581783.27
P0102,203,Materials,Topsoil,cubic_yard,10766,38.81,417834.25
P0102,300,Equipment,Excavator,hour,500,137.7,68850.21
P0102,301,Equipment,Bulldozer,hour,7259,166.36,1207617.73
P0102,302,Equipment,Loader,hour,5194,110.69,574934.72
P0102,303,Equipment,Compactor,hour,434,97.22,42192.9
P0102,400,Fuel,Diesel,gallon,29572,3.62,106990.21
P0102,500,Subcontractor,Concrete Work,job,6,26052.09,156312.57
P0102,501,Subcontractor,Utility Work,job,7,21542.92,150800.44
P0103,100,Labor,General Labor,hour,14367,33.77,485127.87
P0103,101,Labor,Equipment Operators,hour,9010,41.93,377810.4
P0103,102,Labor,Supervisors,hour,8111,51.75,419775.61
P0103,103,Labor,Skilled Labor,hour,7775,48.14,374323.08
P0103,200,Materials,Gravel,ton,7546,36.03,271903.36
P0103,201,Materials,Concrete,cubic_yard,14266,145.98,2082516.3
P0103,202,Materials,Asphalt,ton,7559,90.69,685516.38
P0103,203,Materials,Topsoil,cubic_yard,5726,35.86,205316.87
P0103,300,Equipment,Excavator,hour,1819,124.67,226770.35
P0103,301,Equipment,Bulldozer,hour,3987,161.04,642074.42
P0103,302,Equipment,Loader,hour,6015,121.88,733109.67
P0103,303,Equipment,Compactor,hour,7962,98.39,783366.01
P0103,400,Fuel,Diesel,gallon,35037,4.07,142472.49
P0103,500,Subcontractor,Concrete Work,job,7,27066.27,189463.88
P0103,501,Subcontractor,Utility Work,job,8,22461.02,179688.13
P0104,100,Labor,General Labor,hour,6438,31.38,202048.33
P0104,101,Labor,Equipment Operators,hour,6878,45.15,310538.99
P0104,102,Labor,Supervisors,hour,1564,53.81,84161.38
P0104,103,Labor,Skilled Labor,hour,10231,48.08,491868.44
P0104,200,Materials,Gravel,ton,11436,36.35,415663.57
P0104,201,Materials,Concrete,cubic_yard,3407,154.15,525199.06
P0104,202,Materials,Asphalt,ton,4320,92.21,398360.77
P0104,203,Materials,Topsoil,cubic_yard,11091,38.68,428981.97
P0104,300,Equipment,Excavator,hour,540,136.82,73882.9
P0104,301,Equipment,Bulldozer,hour,4084,167.33,683359.96
P0104,302,Equipment,Loader,hour,6733,124.09,835523.59
P0104,303,Equipment,Compactor,hour,658,97.4,64085.94
P0104,400,Fuel,Diesel,gallon,45069,4.02,181358.89
P0104,500,Subcontractor,Concrete Work,job,6,29371.25,176227.49
P0104,501,Subcontractor,Utility Work,job,5,20252.59,101262.96
P0105,100,Labor,General Labor,hour,7904,30.96,244735.03
P0105,101,Labor,Equipment Operators,hour,15725,41.51,652747.2
P0105,102,Labor,Supervisors,hour,5457,54.32,296412.31
P0105,103,Labor,Skilled Labor,hour,9898,46.39,459147.52
P0105,200,Materials,Gravel,ton,950,32.08,30475.49
P0105,201,Materials,Concrete,cubic_yard,12375,155.87,1928885.24
P0105,202,Materials,Asphalt,ton,463,91.88,42542.03
P0105,203,Materials,Topsoil,cubic_yard,12793,37.82,483827.57
P0105,300,Equipment,Excavator,hour,6469,127.58,825346.85
P0105,301,Equipment,Bulldozer,hour,6533,152.1,993671.85
P0105,302,Equipment,Loader,hour,3031,125.92,381648.64
P0105,303,Equipment,Compactor,hour,1791,89.39,160105.51
P0105,400,Fuel,Diesel,gallon,18668,4.03,75269.46
P0105,500,Subcontractor,Concrete Work,job,4,27312.02,109248.08
P0105,501,Subcontractor,Utility Work,job,4,22243.26,88973.03
P0106,100,Labor,General Labor,hour,10643,34.3,365041.75
P0106,101,Labor,Equipment Operators,hour,9779,42.85,419009.87
P0106,102,Labor,Supervisors,hour,9342,56.28,525731.2
P0106,103,Labor,Skilled Labor,hour,2801,45.52,127494.5
P0106,200,Materials,Gravel,ton,1850,32.89,60839.5
P0106,201,Materials,Concrete,cubic_yard,3540,148.31,525023.93
P0106,202,Materials,Asphalt,ton,15265,87.66,1338154.31
P0106,203,Materials,Topsoil,cubic_yard,17281,37.25,643690.33
P0106,300,Equipment,Excavator,hour,4200,133.55,560918.82
P0106,301,Equipment,Bulldozer,hour,6491,151.12,980935.84
P0106,302,Equipment,Loader,hour,6394,128.54,821914.94
P0106,303,Equipment,Compactor,hour,3179,100.78,320393.4
P0106,400,Fuel,Diesel,gallon,15258,3.9,59509.6
P0106,500,Subcontractor,Concrete Work,job,2,25835.3,51670.59
P0106,501,Subcontractor,Utility Work,job,3,20603.47,61810.41
P0107,100,Labor,General Labor,hour,3108,32.94,102362.42
P0107,101,Labor,Equipment Operators,hour,1430,41.99,60047.8
P0107,102,Labor,Supervisors,hour,1187,54.25,64393.97
P0107,103,Labor,Skilled Labor,hour,3093,50.42,155935.99
P0107,200,Materials,Gravel,ton,2601,32.93,85657.98
P0107,201,Materials,Concrete,cubic_yard,2211,151.72,335456.67
P0107,202,Materials,Asphalt,ton,294,95.92,28201.57
P0107,203,Materials,Topsoil,cubic_yard,312,36.5,11387.74
P0107,300,Equipment,Excavator,hour,1432,131.33,188065.15
P0107,301,Equipment,Bulldozer,hour,463,165.94,76831.7
P0107,302,Equipment,Loader,hour,1579,118.95,187826.48
P0107,303,Equipment,Compactor,hour,766,92.0,70469.11
P0107,400,Fuel,Diesel,gallon,12027,4.05,48713.99
P0107,500,Subcontractor,Concrete Work,job,1,28711.36,28711.36
P0107,501,Subcontractor,Utility Work,job,1,22153.45,22153.45
P0108,100,Labor,General Labor,hour,1891,31.38,59332.69
P0108,101,Labor,Equipment Operators,hour,4577,38.7,177126.92
P0108,102,Labor,Supervisors,hour,11382,55.22,628495.69
P0108,103,Labor,Skilled Labor,hour,3724,46.8,174273.78
P0108,200,Materials,Gravel,ton,3265,33.72,110108.77
P0108,201,Materials,Concrete,cubic_yard,2283,142.19,324618.08
P0108,202,Materials,Asphalt,ton,3818,87.95,335797.93
P0108,203,Materials,Topsoil,cubic_yard,6867,38.85,266775.2
P0108,300,Equipment,Excavator,hour,539,136.38,73507.82
P0108,301,Equipment,Bulldozer,hour,2010,165.5,332654.88
P0108,302,Equipment,Loader,hour,5108,115.32,589069.82
P0108,303,Equipment,Compactor,hour,2404,90.63,217862.84
P0108,400,Fuel,Diesel,gallon,2564,3.61,9255.08
P0108,500,Subcontractor,Concrete Work,job,2,28960.28,57920.56
P0108,501,Subcontractor,Utility Work,job,4,21666.16,86664.62
P0109,100,Labor,General Labor,hour,21089,34.21,721504.55
P0109,101,Labor,Equipment Operators,hour,13907,41.9,582697.35
P0109,102,Labor,Supervisors,hour,20929,54.74,1145622.87
P0109,103,Labor,Skilled Labor,hour,12407,46.61,578251.58
P0109,200,Materials,Gravel,ton,5742,34.22,196506.9
P0109,201,Materials,Concrete,cubic_yard,20981,150.34,3154318.47
P0109,202,Materials,Asphalt,ton,19174,88.45,1695998.92
P0109,203,Materials,Topsoil,cubic_yard,7899,39.38,311097.96
P0109,300,Equipment,Excavator,hour,6692,139.43,933093.17
P0109,301,Equipment,Bulldozer,hour,790,151.35,119567.57
P0109,302,Equipment,Loader,hour,6001,114.74,688561.37
P0109,303,Equipment,Compactor,hour,12861,88.49,1138019.23
P0109,400,Fuel,Diesel,gallon,20540,3.56,73035.68
P0109,500,Subcontractor,Concrete Work,job,7,29490.83,206435.82
P0109,501,Subcontractor,Utility Work,job,11,21354.95,234904.45
P0110,100,Labor,General Labor,hour,12558,32.4,406902.18
P0110,101,Labor,Equipment Operators,hour,2437,45.34,110490.72
P0110,102,Labor,Supervisors,hour,9968,55.22,550384.66
P0110,103,Labor,Skilled Labor,hour,8460,45.28,383035.22
P0110,200,Materials,Gravel,ton,10354,32.07,332046.59
P0110,201,Materials,Concrete,cubic_yard,836,150.85,126109.97
P0110,202,Materials,Asphalt,ton,10981,87.21,957670.34
P0110,203,Materials,Topsoil,cubic_yard,4403,39.37,173326.84
P0110,300,Equipment,Excavator,hour,547,128.22,70135.43
P0110,301,Equipment,Bulldozer,hour,4338,145.52,631250.45
P0110,302,Equipment,Loader,hour,277,127.46,35307.51
P0110,303,Equipment,Compactor,hour,1299,94.13,122269.86
P0110,400,Fuel,Diesel,gallon,18494,3.76,69615.5
P0110,500,Subcontractor,Concrete Work,job,6,29625.29,177751.76
P0110,501,Subcontractor,Utility Work,job,5,22604.26,113021.32
P0111,100,Labor,General Labor,hour,1886,33.02,62275.62
P0111,101,Labor,Equipment Operators,hour,15396,42.64,656481.52
P0111,102,Labor,Supervisors,hour,12914,53.43,689955.24
P0111,103,Labor,Skilled Labor,hour,15421,49.04,756250.64
P0111,200,Materials,Gravel,ton,10881,32.01,348332.14
P0111,201,Materials,Concrete,cubic_yard,5757,137.67,792592.6
P0111,202,Materials,Asphalt,ton,1272,98.8,125668.17
P0111,203,Materials,Topsoil,cubic_yard,12552,35.19,441750.42
P0111,300,Equipment,Excavator,hour,4591,126.3,579837.59
P0111,301,Equipment,Bulldozer,hour,7920,160.26,1269230.96
P0111,302,Equipment,Loader,hour,1135,125.06,141942.24
P0111,303,Equipment,Compactor,hour,3895,89.16,347291.69
P0111,400,Fuel,Diesel,gallon,15290,3.67,56088.52
P0111,500,Subcontractor,Concrete Work,job,7,30237.0,211658.99
P0111,501,Subcontractor,Utility Work,job,3,23174.06,69522.18
P0112,100,Labor,General Labor,hour,10409,30.52,317663.58
P0112,101,Labor,Equipment Operators,hour,6967,43.56,303457.48
P0112,102,Labor,Supervisors,hour,19232,54.84,1054635.71
P0112,103,Labor,Skilled Labor,hour,4901,51.5,252405.33
P0112,200,Materials,Gravel,ton,17839,33.97,606017.22
P0112,201,Materials,Concrete,cubic_yard,20852,136.96,2855972.29
P0112,202,Materials,Asphalt,ton,6901,88.38,609893.81
P0112,203,Materials,Topsoil,cubic_yard,2237,38.87,86951.11
P0112,300,Equipment,Excavator,hour,4904,126.51,620380.62
P0112,301,Equipment,Bulldozer,hour,3200,143.39,458860.95
P0112,302,Equipment,Loader,hour,10870,111.48,1211752.16
P0112,303,Equipment,Compactor,hour,480,91.09,43723.48
P0112,400,Fuel,Diesel,gallon,88046,3.76,330845.52
P0112,500,Subcontractor,Concrete Work,job,2,29997.32,59994.65
P0112,501,Subcontractor,Utility Work,job,10,22566.72,225667.21
P0113,100,Labor,General Labor,hour,24414,31.38,766104.24
P0113,101,Labor,Equipment Operators,hour,19601,39.58,775888.77
P0113,102,Labor,Supervisors,hour,24332,50.62,1231770.51
P0113,103,Labor,Skilled Labor,hour,19192,46.1,884781.38
P0113,200,Materials,Gravel,ton,10781,35.03,377690.72
P0113,201,Materials,Concrete,cubic_yard,7026,151.99,1067894.64
P0113,202,Materials,Asphalt,ton,15808,96.94,1532449.57
P0113,203,Materials,Topsoil,cubic_yard,23352,38.54,899885.19
P0113,300,Equipment,Excavator,hour,3314,135.97,450595.94
P0113,301,Equipment,Bulldozer,hour,12996,144.88,1882912.67
P0113,302,Equipment,Loader,hour,6377,126.92,809397.64
P0113,303,Equipment,Compactor,hour,913,101.01,92222.15
P0113,400,Fuel,Diesel,gallon,75412,3.56,268687.4
P0113,500,Subcontractor,Concrete Work,job,10,27952.02,279520.2
P0113,501,Subcontractor,Utility Work,job,3,20571.48,61714.43
P0114,100,Labor,General Labor,hour,2696,34.4,92738.0
P0114,101,Labor,Equipment Operators,hour,15769,41.74,658180.28
P0114,102,Labor,Supervisors,hour,4184,57.35,239968.98
P0114,103,Labor,Skilled Labor,hour,3641,48.73,177437.87
P0114,200,Materials,Gravel,ton,6400,31.87,203957.38
P0114,201,Materials,Concrete,cubic_yard,1124,148.51,166922.61
P0114,202,Materials,Asphalt,ton,3991,92.77,370228.77
P0114,203,Materials,Topsoil,cubic_yard,549,38.29,21021.59
P0114,300,Equipment,Excavator,hour,4375,132.43,579368.64
P0114,301,Equipment,Bulldozer,hour,1173,161.67,189638.88
P0114,302,Equipment,Loader,hour,4089,114.46,468022.37
P0114,303,Equipment,Compactor,hour,421,88.31,37177.5
P0114,400,Fuel,Diesel,gallon,23466,3.79,89041.47
P0114,500,Subcontractor,Concrete Work,job,8,30029.78,240238.26
P0114,501,Subcontractor,Utility Work,job,4,23533.12,94132.48
P0115,100,Labor,General Labor,hour,1519,33.99,51632.46
P0115,101,Labor,Equipment Operators,hour,6452,41.4,267104.23
P0115,102,Labor,Supervisors,hour,5813,52.85,307232.56
P0115,103,Labor,Skilled Labor,hour,2423,45.05,109165.78
P0115,200,Materials,Gravel,ton,1903,32.15,61181.83
P0115,201,Materials,Concrete,cubic_yard,2069,150.56,311502.36
P0115,202,Materials,Asphalt,ton,2256,95.78,216082.67
P0115,203,Materials,Topsoil,cubic_yard,6803,40.45,275149.66
P0115,300,Equipment,Excavator,hour,3455,129.07,445936.43
P0115,301,Equipment,Bulldozer,hour,3689,147.82,545313.04
P0115,302,Equipment,Loader,hour,2300,115.78,266287.15
P0115,303,Equipment,Compactor,hour,1339,97.03,129928.52
P0115,400,Fuel,Diesel,gallon,12764,3.87,49420.2
P0115,500,Subcontractor,Concrete Work,job,5,27335.32,136676.62
P0115,501,Subcontractor,Utility Work,job,4,22843.08,91372.3
P0116,100,Labor,General Labor,hour,17320,33.64,582571.04
P0116,101,Labor,Equipment Operators,hour,5465,44.77,244642.82
P0116,102,Labor,Supervisors,hour,9582,51.1,489647.22
P0116,103,Labor,Skilled Labor,hour,9393,47.44,445609.28
P0116,200,Materials,Gravel,ton,7511,32.89,247067.66
P0116,201,Materials,Concrete,cubic_yard,17466,152.76,2668181.43
P0116,202,Materials,Asphalt,ton,12447,92.64,1153148.75
P0116,203,Materials,Topsoil,cubic_yard,15681,37.05,580943.24
P0116,300,Equipment,Excavator,hour,12673,131.72,1669266.27
P0116,301,Equipment,Bulldozer,hour,12930,156.98,2029693.44
P0116,302,Equipment,Loader,hour,5144,126.32,649792.89
P0116,303,Equipment,Compactor,hour,3691,96.43,355907.34
P0116,400,Fuel,Diesel,gallon,93315,3.87,361153.35
P0116,500,Subcontractor,Concrete Work,job,5,29643.21,148216.06
P0116,501,Subcontractor,Utility Work,job,13,22470.74,292119.58
P0117,100,Labor,General Labor,hour,2370,32.58,77207.81
P0117,101,Labor,Equipment Operators,hour,5010,44.37,222309.41
P0117,102,Labor,Supervisors,hour,6278,54.21,340326.87
P0117,103,Labor,Skilled Labor,hour,5883,46.43,273148.87
P0117,200,Materials,Gravel,ton,13397,35.29,472747.59
P0117,201,Materials,Concrete,cubic_yard,11148,136.43,1520933.38
P0117,202,Materials,Asphalt,ton,548,94.72,51904.08
P0117,203,Materials,Topsoil,cubic_yard,2748,39.62,108870.32
P0117,300,Equipment,Excavator,hour,5825,144.15,839683.59
P0117,301,Equipment,Bulldozer,hour,1589,157.24,249853.94
P0117,302,Equipment,Loader,hour,6718,119.87,805320.14
P0117,303,Equipment,Compactor,hour,5090,98.41,500915.9
P0117,400,Fuel,Diesel,gallon,44587,3.55,158445.49
P0117,500,Subcontractor,Concrete Work,job,4,25926.57,103706.28
P0117,501,Subcontractor,Utility Work,job,3,20729.49,62188.46
P0118,100,Labor,General Labor,hour,4981,30.13,150089.32
P0118,101,Labor,Equipment Operators,hour,7481,44.48,332725.47
P0118,102,Labor,Supervisors,hour,1184,56.98,67461.24
P0118,103,Labor,Skilled Labor,hour,4999,51.69,258412.69
P0118,200,Materials,Gravel,ton,10054,33.7,338833.92
P0118,201,Materials,Concrete,cubic_yard,2880,143.81,414166.54
P0118,202,Materials,Asphalt,ton,8505,85.43,726542.15
P0118,203,Materials,Topsoil,cubic_yard,9054,40.1,363062.23
P0118,300,Equipment,Excavator,hour,4211,138.79,584444.02
P0118,301,Equipment,Bulldozer,hour,3099,149.81,464271.81
P0118,302,Equipment,Loader,hour,2377,123.74,294129.86
P0118,303,Equipment,Compactor,hour,3536,93.02,328929.0
P0118,400,Fuel,Diesel,gallon,7066,4.14,29219.18
P0118,500,Subcontractor,Concrete Work,job,2,29795.25,59590.5
